context,question,answer,source,type
"1. Thay thế cụm từ ""Tổng cục Đường bộ Việt Nam"" thành ""Cục Đường bộ Việt Nam"" tại: Điểm a khoản 3, khoản 4 Điều 12; điểm c khoản 7 Điều 19; điểm b và điểm d khoản 5, khoản 13 Điều 22; điểm d khoản 5 Điều 34; Phụ lục I, Phụ lục III.
2. Sửa đổi, bổ sung điểm a khoản 3 và khoản 8",Những điểm nào trong luật sẽ thay thế cụm từ Tổng cục Đường bộ Việt Nam thành Cục Đường bộ Việt Nam?,"Điểm a khoản 3, khoản 4 Điều 12; điểm c khoản 7 Điều 19; điểm b và điểm d khoản 5, khoản 13 Điều 22; điểm d khoản 5 Điều 34; Phụ lục I, Phụ lục III",Nghị định 41.2024.NĐ-CP,direct
"Điều 14. Xử phạt, trừ điểm giấy phép lái xe của người điều khiển xe mô tô, xe gắn máy, các loại xe tương tự xe mô tô và các loại xe tương tự xe gắn máy vi phạm quy định về điều kiện của phương tiện khi tham gia giao thông","Nếu người điều khiển xe mô tô, xe gắn máy không đáp ứng điều kiện của phương tiện khi tham gia giao thông thì sẽ bị xử phạt như thế nào?",Sẽ bị xử phạt và trừ điểm giấy phép lái xe,NĐ 168/2024/NĐ-CP,condition
"3. Hành vi vi phạm hành chính đã kết thúc, hành vi vi phạm hành chính đang thực hiện
a) Việc xác định hành vi vi phạm hành chính đã kết thúc, hành vi vi phạm hành chính đang thực hiện để tính thời hiệu xử phạt vi phạm hành chính được thực hiện theo quy định của pháp luật về xử lý vi phạm hành chính;
b) Đối với các hành vi vi phạm được phát hiện thông qua phương tiện, thiết bị kỹ thuật nghiệp vụ, phương tiện, thiết bị kỹ thuật do cá nhân, tổ chức cung cấp: thời điểm chấm dứt hành vi vi phạm được tính từ thời điểm phương tiện, thiết bị kỹ thuật nghiệp vụ, phương tiện, thiết bị kỹ thuật ghi nhận hành vi vi phạm.","Thời điểm chấm dứt hành vi vi phạm được xác định như thế nào khi phát hiện thông qua phương tiện, thiết bị kỹ thuật nghiệp vụ?","Thời điểm chấm dứt hành vi vi phạm được tính từ thời điểm phương tiện, thiết bị kỹ thuật nghiệp vụ ghi nhận hành vi vi phạm.",NĐ 168/2024/NĐ-CP,direct
"4. Việc theo dõi, đánh giá tình hình giao thông trên tuyến đường, điều chỉnh tổ chức giao thông để khắc phục tình trạng ùn tắc giao thông, bảo đảm trật tự, an toàn giao thông đường bộ được thực hiện trong quá trình vận hành, khai thác, sử dụng, bảo trì đường bộ.
5. Bộ Giao thông vận tải, Ủy ban nhân dân các cấp chịu trách nhiệm tổ chức giao thông trên các tuyến đường bộ thuộc phạm vi quản lý.",Nếu tuyến đường thuộc phạm vi quản lý của Ủy ban nhân dân các cấp thì ai chịu trách nhiệm tổ chức giao thông?,Ủy ban nhân dân các cấp chịu trách nhiệm tổ chức giao thông,Luật-35-2024-QH15,condition
2. Cơ sở đào tạo lái xe ô tô thực hiện trang bị thiết bị giám sát thời gian và quãng đường học thực hành lái xe của học viên trên xe tập lái trên sân tập lái kể từ ngày Quy chuẩn thay thế Quy chuẩn QCVN 105:2020/BGTVT (Quy chuẩn kỹ thuật quốc gia về thiết bị giám sát thời gian và quãng đường học thực hành lái xe) có hiệu lực thi hành.,Cơ sở đào tạo lái xe ô tô cần trang bị thiết bị giám sát thời gian và quãng đường học thực hành lái xe trên xe tập lái khi nào?,Kể từ ngày Quy chuẩn thay thế Quy chuẩn QCVN 105:2020/BGTVT có hiệu lực thi hành,Nghị định 41.2024.NĐ-CP,direct
"3. Kết thúc kỳ sát hạch
Chủ tịch Hội đồng sát hạch tổ chức họp Hội đồng, Tổ giám sát (nếu có), thư ký Hội đồng báo cáo kết quả kỳ sát hạch. Chủ tịch Hội đồng sát hạch thông qua biên bản tổng hợp kết quả sát hạch lái xe với các thành viên Hội đồng, thống nhất, ký tên và đóng dấu vào biên bản tổng hợp kết quả kỳ sát hạch lái xe theo Phụ lục IX ban hành kèm theo Thông tư này.",Kết thúc kỳ sát hạch lái xe bao gồm những bước gì?,"Chủ tịch Hội đồng sát hạch tổ chức họp Hội đồng, Tổ giám sát báo cáo kết quả kỳ sát hạch; thông qua biên bản tổng hợp kết quả sát hạch lái xe; thống nhất, ký tên và đóng dấu vào biên bản tổng hợp kết quả kỳ sát hạch lái xe.",TT 12/2024/TT-BGTVT,synthesis
"1. Đơn vị kinh doanh vận tải hành khách bằng xe ô tô có các quyền sau đây:
a) Thu tiền vận tải;
b) Từ chối vận tải hành khách có hành vi gây rối trật tự công cộng trên xe ô tô, cản trở hoạt động của đơn vị kinh doanh vận tải hành khách bằng xe ô tô, ảnh hưởng đến tính mạng, sức khoẻ, tài sản của người khác, gian lận vé;
c) Quyết định các chính sách ưu đãi để phục vụ khách hàng và mở rộng thị trường kinh doanh.",Đơn vị kinh doanh vận tải hành khách bằng xe ô tô có những quyền gì?,"Đơn vị kinh doanh vận tải hành khách bằng xe ô tô có các quyền như thu tiền vận tải, từ chối vận tải hành khách có hành vi gây rối trật tự công cộng trên xe ô tô, quyết định các chính sách ưu đãi để phục vụ khách hàng và mở rộng thị trường kinh doanh.",Luật-35-2024-QH15,direct
"8. Bộ trưởng Bộ Giao thông vận tải quy định hình thức, nội dung, chương trình đào tạo lái xe, thời gian lái xe an toàn cho từng hạng giấy phép lái xe quy định tại khoản 4 Điều này và quy định tiêu chuẩn của cơ sở đào tạo lái xe mô tô; đối với cơ sở đào tạo, tổ chức đào tạo lái xe cho lực lượng quân đội, công an làm nhiệm vụ quốc phòng, an ninh do Bộ trưởng Bộ Quốc phòng, Bộ trưởng Bộ Công an quy định.","Nếu cơ sở đào tạo lái xe cho lực lượng quân đội, công an làm nhiệm vụ quốc phòng, an ninh thì ai quy định?","Bộ trưởng Bộ Quốc phòng, Bộ trưởng Bộ Công an quy định",luat trật tự,condition
"Điều 5 như sau:
""4. Doanh nghiệp, hợp tác xã kinh doanh vận tải hành khách bằng xe buýt thực hiện lưu trữ Lệnh vận chuyển của các chuyến xe đã thực hiện trong thời gian tối thiểu 03 năm."".
4. Sửa đổi, bổ sung khoản 5",Doanh nghiệp kinh doanh vận tải hành khách bằng xe buýt cần lưu trữ những loại giấy tờ gì và trong thời gian bao lâu?,Lệnh vận chuyển của các chuyến xe đã thực hiện; tối thiểu 03 năm,Nghị định 41.2024.NĐ-CP,synthesis
"Điều 21. Bảo vệ kết cấu hạ tầng đường bộ
1. Bảo vệ kết cấu hạ tầng đường bộ bao gồm:
a) Hoạt động bảo đảm an toàn kết cấu hạ tầng đường bộ;
b) Thực hiện các biện pháp phòng ngừa, ngăn chặn, xử lý hành vi huỷ hoại, lấn, chiếm, sử dụng trái phép kết cấu hạ tầng đường bộ, đấu nối trái phép vào đường bộ và các hành vi vi phạm pháp luật khác trong phạm vi bảo vệ kết cấu hạ tầng đường bộ.",Bảo vệ kết cấu hạ tầng đường bộ bao gồm những hoạt động gì?,"Bảo vệ kết cấu hạ tầng đường bộ bao gồm hoạt động bảo đảm an toàn kết cấu hạ tầng đường bộ và thực hiện các biện pháp phòng ngừa, ngăn chặn, xử lý hành vi huỷ hoại, lấn, chiếm, sử dụng trái phép kết cấu hạ tầng đường bộ.",Luật-35-2024-QH15,direct
"Điều 26. Giao thông trong hầm đường bộ
Người điều khiển phương tiện tham gia giao thông đường bộ khi điều khiển phương tiện trong hầm đường bộ phải tuân thủ quy tắc giao thông đường bộ sau đây:
1. Xe cơ giới, xe máy chuyên dùng phải bật đèn chiếu gần; xe thô sơ phải bật đèn hoặc có vật phát sáng báo hiệu;",Những yêu cầu về đèn chiếu sáng đối với các loại xe khi tham gia giao thông trong hầm đường bộ là gì?,"Xe cơ giới, xe máy chuyên dùng phải bật đèn chiếu gần; xe thô sơ phải bật đèn hoặc có vật phát sáng báo hiệu",luat trật tự,synthesis
"7. Công trình có nhiều chủ sở hữu hoặc nhiều tổ chức, cá nhân quản lý, vận hành, khai thác chung, ngoài việc chịu trách nhiệm quản lý, vận hành, khai thác và bảo trì phần công trình thuộc sở hữu riêng của mình, các chủ sở hữu hoặc tổ chức, cá nhân quản lý, vận hành, khai thác có trách nhiệm quản lý, vận hành, khai thác, bảo trì cả phần công trình thuộc sở hữu, sử dụng chung.","Trách nhiệm của các chủ sở hữu hoặc tổ chức, cá nhân quản lý, vận hành, khai thác công trình có nhiều chủ sở hữu là gì?","Các chủ sở hữu hoặc tổ chức, cá nhân quản lý, vận hành, khai thác có trách nhiệm quản lý, vận hành, khai thác, bảo trì cả phần công trình thuộc sở hữu, sử dụng chung.",Luật-35-2024-QH15,direct
"3. Việc kết nối đường nhánh vào đường chính và giữa các tuyến đường với nhau, được thực hiện tại vị trí đấu nối và phải bảo đảm các yêu cầu sau đây:
a) Vị trí đấu nối được thiết kế, xây dựng tuân thủ quy chuẩn, tiêu chuẩn kỹ thuật; phù hợp với cấp đường và bảo đảm an toàn giao thông, năng lực thông hành của tuyến đường;
b) Trường hợp đấu nối đường khác với đường cao tốc, ngoài việc thực hiện quy định tại điểm a và điểm c khoản này, khoảng cách giữa các vị trí đấu nối phải tuân thủ quy chuẩn, tiêu chuẩn kỹ thuật về thiết kế đường cao tốc;
c) Việc kết nối giao thông đường bộ thực hiện theo quy định của Chính phủ.",Khi kết nối đường nhánh vào đường chính cần đảm bảo những yêu cầu gì?,"Vị trí đấu nối được thiết kế, xây dựng tuân thủ quy chuẩn, tiêu chuẩn kỹ thuật; phù hợp với cấp đường và bảo đảm an toàn giao thông, năng lực thông hành của tuyến đường",Luật-35-2024-QH15,direct
"3. Phạt tiền từ 250.000 đồng đến 350.000 đồng đối với cá nhân, từ 500.000 đồng đến 700.000 đồng đối với tổ chức để vật che khuất biển báo hiệu đường bộ, đèn tín hiệu giao thông.
4. Phạt tiền từ 350.000 đồng đến 400.000 đồng đối với người được chở trên xe ô tô không thắt dây đai an toàn (tại vị trí có trang bị dây đai an toàn) khi xe đang chạy.","Nếu để vật che khuất biển báo hiệu đường bộ, đèn tín hiệu giao thông thì bị phạt bao nhiêu?","Phạt tiền từ 250.000 đồng đến 350.000 đồng đối với cá nhân, từ 500.000 đồng đến 700.000 đồng đối với tổ chức",NĐ 168/2024/NĐ-CP,condition
